Ref_Date,GEO,FOOD,COM,Vector,Coordinate,Value
1989,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.78
1990,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.65
1991,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.54
1992,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.69
1993,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.83
1994,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.89
1995,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.90
1996,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.80
1997,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.75
1998,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.79
1999,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,2.08
2000,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,1.98
2001,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,2.05
2002,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,2.07
2003,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,2.35
2004,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,2.35
2005,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,2.66
2006,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,2.81
2007,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,2.98
2008,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,3.07
2009,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,3.20
2010,Canada,Food available,Frozen fruits (fresh equivalent),v46438983,1.1.39,3.35
1960,Canada,Food available,Dried fruits,v1312667,1.1.6,2.41
1961,Canada,Food available,Dried fruits,v1312667,1.1.6,1.99
1962,Canada,Food available,Dried fruits,v1312667,1.1.6,2.06
1963,Canada,Food available,Dried fruits,v1312667,1.1.6,2.13
1964,Canada,Food available,Dried fruits,v1312667,1.1.6,1.99
1965,Canada,Food available,Dried fruits,v1312667,1.1.6,2.01
1966,Canada,Food available,Dried fruits,v1312667,1.1.6,1.72
1967,Canada,Food available,Dried fruits,v1312667,1.1.6,1.92
1968,Canada,Food available,Dried fruits,v1312667,1.1.6,1.77
1969,Canada,Food available,Dried fruits,v1312667,1.1.6,1.92
1970,Canada,Food available,Dried fruits,v1312667,1.1.6,1.59
1971,Canada,Food available,Dried fruits,v1312667,1.1.6,1.50
1972,Canada,Food available,Dried fruits,v1312667,1.1.6,1.58
1973,Canada,Food available,Dried fruits,v1312667,1.1.6,1.70
1974,Canada,Food available,Dried fruits,v1312667,1.1.6,1.37
1975,Canada,Food available,Dried fruits,v1312667,1.1.6,1.59
1976,Canada,Food available,Dried fruits,v1312667,1.1.6,1.64
1977,Canada,Food available,Dried fruits,v1312667,1.1.6,1.59
1978,Canada,Food available,Dried fruits,v1312667,1.1.6,1.71
1979,Canada,Food available,Dried fruits,v1312667,1.1.6,1.58
1980,Canada,Food available,Dried fruits,v1312667,1.1.6,1.48
1981,Canada,Food available,Dried fruits,v1312667,1.1.6,1.50
1982,Canada,Food available,Dried fruits,v1312667,1.1.6,1.66
1983,Canada,Food available,Dried fruits,v1312667,1.1.6,1.58
1984,Canada,Food available,Dried fruits,v1312667,1.1.6,1.67
1985,Canada,Food available,Dried fruits,v1312667,1.1.6,1.64
1986,Canada,Food available,Dried fruits,v1312667,1.1.6,1.59
1987,Canada,Food available,Dried fruits,v1312667,1.1.6,1.73
1988,Canada,Food available,Dried fruits,v1312667,1.1.6,1.48
1989,Canada,Food available,Dried fruits,v1312667,1.1.6,1.55
1990,Canada,Food available,Dried fruits,v1312667,1.1.6,1.47
1991,Canada,Food available,Dried fruits,v1312667,1.1.6,1.62
1992,Canada,Food available,Dried fruits,v1312667,1.1.6,1.45
1993,Canada,Food available,Dried fruits,v1312667,1.1.6,1.55
1994,Canada,Food available,Dried fruits,v1312667,1.1.6,1.33
1995,Canada,Food available,Dried fruits,v1312667,1.1.6,1.34
1996,Canada,Food available,Dried fruits,v1312667,1.1.6,1.41
1997,Canada,Food available,Dried fruits,v1312667,1.1.6,1.53
1998,Canada,Food available,Dried fruits,v1312667,1.1.6,1.35
1999,Canada,Food available,Dried fruits,v1312667,1.1.6,1.40
2000,Canada,Food available,Dried fruits,v1312667,1.1.6,1.51
2001,Canada,Food available,Dried fruits,v1312667,1.1.6,1.47
2002,Canada,Food available,Dried fruits,v1312667,1.1.6,1.49
2003,Canada,Food available,Dried fruits,v1312667,1.1.6,1.59
2004,Canada,Food available,Dried fruits,v1312667,1.1.6,1.64
2005,Canada,Food available,Dried fruits,v1312667,1.1.6,1.48
2006,Canada,Food available,Dried fruits,v1312667,1.1.6,1.60
2007,Canada,Food available,Dried fruits,v1312667,1.1.6,1.56
2008,Canada,Food available,Dried fruits,v1312667,1.1.6,1.39
2009,Canada,Food available,Dried fruits,v1312667,1.1.6,1.35
2010,Canada,Food available,Dried fruits,v1312667,1.1.6,1.40
1960,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,14.04
1961,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,11.58
1962,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,11.99
1963,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,12.40
1964,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,11.59
1965,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,11.69
1966,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,10.04
1967,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,11.17
1968,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,10.27
1969,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,11.18
1970,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.26
1971,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.72
1972,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.20
1973,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.92
1974,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.00
1975,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.26
1976,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.54
1977,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.29
1978,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.94
1979,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.23
1980,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.62
1981,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.76
1982,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.68
1983,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.21
1984,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.74
1985,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.57
1986,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.28
1987,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,10.10
1988,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.64
1989,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.05
1990,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.62
1991,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.48
1992,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.44
1993,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.04
1994,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,7.77
1995,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,7.84
1996,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.25
1997,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.93
1998,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,7.87
1999,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.21
2000,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.88
2001,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.67
2002,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.80
2003,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.35
2004,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.65
2005,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.72
2006,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.41
2007,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,9.21
2008,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.16
2009,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,7.92
2010,Canada,Food available,Dried fruits (fresh equivalent),v46438984,1.1.40,8.21
1960,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,8.11
1961,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,7.40
1962,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,8.31
1963,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,7.93
1964,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,7.35
1965,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,6.74
1966,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,7.81
1967,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,8.76
1968,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,7.95
1969,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,8.58
1970,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,8.67
1971,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,9.27
1972,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,9.48
1973,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,11.11
1974,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,10.79
1975,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,14.07
1976,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,14.73
1977,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,16.52
1978,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,18.61
1979,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,20.30
1980,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,21.41
1981,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,23.27
1982,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,20.91
1983,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,21.76
1984,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,23.72
1985,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,21.67
1986,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,23.98
1987,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,25.14
1988,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,23.39
1989,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,22.75
1990,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,19.79
1991,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,20.15
1992,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,22.29
1993,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,22.61
1994,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,25.95
1995,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,26.40
1996,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,27.11
1997,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,27.85
1998,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,25.39
1999,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,25.58
2000,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,26.65
2001,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,25.41
2002,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,27.44
2003,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,26.74
2004,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,26.75
2005,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,26.32
2006,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,26.40
2007,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,26.87
2008,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,24.80
2009,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,22.95
2010,Canada,Food available,"Fruit juice (litres per person, per year)",v1394513,1.1.7,21.80
1960,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,15.32
1961,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,14.28
1962,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,15.60
1963,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,14.38
1964,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,12.95
1965,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,11.84
1966,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,13.63
1967,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,15.49
1968,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,14.17
1969,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,15.31
1970,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,15.51
1971,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,16.74
1972,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,17.18
1973,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,19.88
1974,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,19.61
1975,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,25.20
1976,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,26.63
1977,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,29.26
1978,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,32.97
1979,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,35.80
1980,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,37.83
1981,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,41.03
1982,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,36.48
1983,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,37.60
1984,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,40.65
1985,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,36.92
1986,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,40.85
1987,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,42.65
1988,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,39.39
1989,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,38.34
1990,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,33.46
1991,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,33.91
1992,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,37.41
1993,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,38.38
1994,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,43.76
1995,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,44.88
1996,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,46.28
1997,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,47.85
1998,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,43.16
1999,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,44.00
2000,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,46.12
2001,Canada,Food available,Fruit juice (fresh equivalent),v46438985,1.1.41,43.97
